Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),Хэрэглэгчийг зөвхөн энэ IP хаягаар хязгаарла. Олон IP хаягийг таслалаар тусгаарлах замаар нэмж болно. Мөн (111.111.111) гэх мэт хэсэгчилсэн IP хаягуудыг хүлээн авдаг.,
Resume Sending,Илгээхийг үргэлжлүүлэх,
Retake,Дахин авах,
Retry,Дахин оролдоно уу,
Return to the Verification screen and enter the code displayed by your authentication app,"Баталгаажуулах дэлгэц рүү буцаж, баталгаажуулах програмын харуулах кодыг оруулна уу",
Reverse Icon Color,Урвуу дүрсний өнгө,
Revert,Буцах,
Revert Of,Буцах,
Reverted,Буцаасан,
Review Level,Хяналтын түвшин,
Review Levels,Түвшин шалгах,
Review Points,Хяналтын оноо,
Reviews,Шүүмж,
Revoke,Хүчингүй болгох,
Revoked,Хүчингүй болгосон,
Rich Text,Баян текст,
Robots.txt,Robots.txt,
Role Name,Үүргийн нэр,
Role Permission for Page and Report,Хуудас болон тайлангийн дүрийн зөвшөөрөл,
Role Permissions,Дүрийн зөвшөөрөл,
Role Profile,Үүргийн профайл,
Role and Level,Үүрэг ба түвшин,
Roles,Дүрүүд,
Roles Assigned,Томилогдсон үүрэг,
Roles can be set for users from their User page.,Хэрэглэгчийн хуудаснаас хэрэглэгчдэд зориулсан үүргийг тохируулж болно.,
Root {0} cannot be deleted,Root {0}-г устгах боломжгүй,
Round Robin,Тойрон Эргэх,
Route History,Маршрутын түүх,
Route Redirects,Маршрутыг дахин чиглүүлэх,
Route to Success Link,Амжилтанд хүрэх зам холбоос,
Row,Мөр,
Row #{0}:,Мөр #{0}:,
Row Index,Мөрийн индекс,
Row No,Эгнээ дугаар,
Row Status,Мөрийн төлөв,
Row Values Changed,Мөрийн утгууд өөрчлөгдсөн,
Row {0}: Not allowed to disable Mandatory for standard fields,{0} мөр: Стандарт талбарт заавал байх ёстойг идэвхгүй болгохыг зөвшөөрөхгүй,
Row {0}: Not allowed to enable Allow on Submit for standard fields,"{0} мөр: Стандарт талбарт ""Илгээхийг зөвшөөрөх""-ийг идэвхжүүлэхийг зөвшөөрөхгүй",
Rows Added,Мөр нэмсэн,
Rows Removed,Мөрүүдийг устгасан,
Rule,Дүрэм,
Rule Name,Дүрмийн нэр,
Rules defining transition of state in the workflow.,Ажлын урсгал дахь төлөвийн шилжилтийг тодорхойлсон дүрмүүд.,
"Rules for how states are transitions,,
Run,,
Run scheduled jobs only if checked,,
S3 Backup Settings,,
S3 Backup complete!,,
SMS,,
SMS Gateway URL,,
SMS Parameter,,
SMS Settings,,
SMS sent to following numbers: {0},,
SMTP Server,,
SMTP Settings for outgoing emails,,
SQL Conditions. Example: status=""""Open""""""","Төрийн шилжилтийн дүрмүүд,
Гүйх,,
Зөвхөн сонгосон тохиолдолд хуваарьт ажлуудыг ажиллуул,,
S3 нөөцлөлтийн тохиргоо,,
S3 Нөөцлөлт дууссан!,,
SMS,,
SMS гарцын URL,,
SMS параметр,,
SMS тохиргоо,,
Дараах дугаар руу SMS илгээсэн: {0},,
SMTP сервер,,
Гарч буй имэйлийн SMTP тохиргоо,,
SQL нөхцөл. Жишээ нь: status=""""Нээлттэй""""""",
SSL/TLS Mode,SSL/TLS горим,
Salesforce,Борлуулалтын хүч,
Same Field is entered more than once,Нэг талбарыг нэгээс олон удаа оруулсан,
Save API Secret: ,API нууцыг хадгалах:,
Save As,Хадгалах,
Save Filter,Шүүлтүүрийг хадгалах,
Save Report,Тайланг хадгалах,
Save filters,Шүүлтүүрийг хадгалах,
Saving,Хадгалж байна,
Saving...,Хадгалж байна...,
Scan the QR Code and enter the resulting code displayed.,QR кодыг уншаад гарч ирсэн кодыг оруулна уу.,
Scopes,Хамрах хүрээ,
Script,Скрипт,
Script Report,Скриптийн тайлан,
Script or Query reports,Скрипт эсвэл Query тайлан,
Script to attach to all web pages.,Бүх вэб хуудсанд хавсаргах скрипт.,
Search Fields,Хайлтын талбарууд,
Search Help,Тусламж хайх,
Search field {0} is not valid,Хайлтын талбар {0} буруу байна,
Search for '{0}','{0}'-г хайх,
Search for anything,Юу ч хайх,
Search in a document type,Баримт бичгийн төрлөөс хайх,
Search or Create a New Chat,Шинэ чат хайх эсвэл үүсгэх,
Search or type a command,Хайх эсвэл команд бичнэ үү,
Search...,Хайх...,
Searching,Хайж байна,
Searching ...,Хайж байна...,
Section Break,Хэсгийн завсарлага,
Section Heading,Хэсгийн гарчиг,
Security,Аюулгүй байдал,
Security Settings,Аюулгүй байдлын тохиргоо,
See all past reports.,Өнгөрсөн бүх тайланг үзнэ үү.,
See on Website,Вэбсайтаас үзнэ үү,
See the document at {0},Баримт бичгийг {0} дээрээс харна уу,
Seems API Key or API Secret is wrong !!!,API түлхүүр эсвэл API нууц буруу байна !!!,
Seems Publishable Key or Secret Key is wrong !!!,Нийтлэх боломжтой түлхүүр эсвэл нууц түлхүүр буруу байна !!!,
"Seems issue with server's razorpay config. Don't worry,,
Seems token you are using is invalid!,,
Seen,,
Seen By,,
Seen By Table,,
Select Attachments,,
Select Child Table,,
Select Column,,
Select Columns,,
Select Document Type,,
Select Document Type or Role to start.,,
Select Document Types to set which User Permissions are used to limit access.,,
Select File Format,,
Select File Type,,
Select Language...,,
Select Languages,,
Select Module,,
Select Print Format,,
Select Print Format to Edit,,
Select Role,,
Select Table Columns for {0},,
Select Your Region,,
Select a Brand Image first.,,
Select a DocType to make a new format,,
Select a chat to start messaging.,,
Select a group node first.,,
Select an existing format to edit or start a new format.,,
Select an image of approx width 150px with a transparent background for best results.,,
Select atleast 1 record for printing,,
Select or drag across time slots to create a new event.,,
Select records for assignment,,
Select the label after which you want to insert new field.,,
Select your Country","Серверийн razorpay тохиргоонд асуудал гарсан бололтой. Санаа зоволтгүй,,
Таны ашиглаж буй токен буруу байна!,,
Харсан,,
Харсан,,
Хүснэгтээс харахад,,
Хавсралтыг сонгох,,
Хүүхдийн ширээ сонгох,,
Багана сонгох,,
Багануудыг сонгох,,
Баримт бичгийн төрлийг сонгох,,
Эхлэхийн тулд Баримт бичгийн төрөл эсвэл үүрэг сонгоно уу.,,
Хандалтыг хязгаарлахад ямар хэрэглэгчийн зөвшөөрлийг ашиглахыг тохируулахын тулд Баримт бичгийн төрлийг сонго.,,
Файлын форматыг сонгох,,
Файлын төрлийг сонгох,,
Хэл сонгох...,,
Хэл сонгох,,
Модуль сонгох,,
Хэвлэх форматыг сонгох,,
Засахын тулд хэвлэх форматыг сонго,,
Үүрэг сонгох,,
{0}-н Хүснэгтийн багануудыг сонгох,,
Бүсээ сонго,,
Эхлээд Брэндийн зургийг сонгоно уу.,,
Шинэ формат хийхийн тулд DocType сонгоно уу,
Мессеж бичиж эхлэхийн тулд чат сонгоно уу.,,
Эхлээд бүлгийн зангилаа сонгоно уу.,,
Засах эсвэл шинэ формат эхлүүлэхийн тулд одоо байгаа форматыг сонгоно уу.,,
Хамгийн сайн үр дүнд хүрэхийн тулд 150px өргөнтэй тунгалаг дэвсгэртэй зургийг сонго.,,
Хэвлэхийн тулд дор хаяж 1 бичлэг сонгоно уу,
Шинэ арга хэмжээ үүсгэхийн тулд цагийн хуваарийг сонгох буюу чирнэ үү.,,
Даалгаврын бүртгэлийг сонгох,,
Дараа нь шинэ талбар оруулахыг хүссэн шошгыг сонгоно уу.,,
Улсаа сонгоно уу",
Select {0},{0}-г сонгох,
Self approval is not allowed,Өөрийгөө батлахыг зөвшөөрөхгүй,
Send After,Дараа илгээх,
Send Alert On,Анхааруулга илгээх асаалттай,
Send Email Alert,Имэйл анхааруулга илгээх,
Send Email Print Attachments as PDF (Recommended),Имэйл хэвлэх хавсралтыг PDF хэлбэрээр илгээх (санал болгож байна),
Send Email for Successful Backup,Амжилттай нөөцлөхийн тулд имэйл илгээнэ үү,
Send Me A Copy of Outgoing Emails,Ирж буй имэйлийн хуулбарыг надад илгээнэ үү,
Send Notification to,Мэдэгдэл илгээх,
Send Notifications To,Мэдэгдэл илгээх,
Send Print as PDF,PDF хэлбэрээр хэвлэх,
Send Read Receipt,Уншсан баримт илгээх,
Send Unsubscribe Link,Бүртгэлээ цуцлах холбоосыг илгээнэ үү,
Send Welcome Email,Тавтай морилно уу имэйл илгээх,
Send alert if date matches this field's value,Огноо нь энэ талбарын утгатай тохирч байвал анхааруулга илгээнэ үү,
Send alert if this field's value changes,Энэ талбарын утга өөрчлөгдсөн тохиолдолд сэрэмжлүүлэг илгээнэ үү,
Send an email reminder in the morning,Өглөө и-мэйл сануулагч илгээнэ үү,
Send days before or after the reference date,Лавлагааны өдрөөс өмнө эсвэл дараа нь илгээнэ үү,
Send enquiries to this email address,Энэ имэйл хаяг руу лавлагаа илгээнэ үү,
Send me a copy,Надад хуулбарыг илгээнэ үү,
Send only if there is any data,Зөвхөн өгөгдөл байгаа тохиолдолд л илгээнэ үү,
Send unsubscribe message in email,Бүртгэлээ цуцлах мессежийг имэйлээр илгээнэ үү,
Sender,Илгээгч,
Sender Email,Илгээгчийн имэйл,
Sendgrid,Sendgrid,
Sent Read Receipt,Уншсан баримт илгээсэн,
Sent or Received,Илгээсэн эсвэл хүлээн авсан,
Sent/Received Email,Илгээсэн/хүлээн авсан имэйл,
Server IP,Серверийн IP,
Session Expired,Сессия хугацаа дууссан,
Session Expiry,Сеанс дуусах,
Session Expiry Mobile,Сеанс дуусах Mobile,
Session Expiry in Hours e.g. 06:00,"Хэлэлцүүлгийн хугацаа дуусах цаг, жишээ нь. 06:00",
Session Expiry must be in format {0},Сеанс дуусах хугацаа {0} форматтай байх ёстой,
Session Start Failed,Сеанс эхлүүлж чадсангүй,
Set Banner from Image,Зургаас баннер тохируулах,
Set Chart,Диаграмыг тохируулах,
Set Filters,Шүүлтүүрийг тохируулах,
Set New Password,Шинэ нууц үг тохируулах,
Set Number of Backups,Нөөцлөлтийн тоог тохируулах,
Set Only Once,Зөвхөн нэг удаа тохируулна уу,
Set Password,Нууц үг тохируулах,
Set Permissions,Зөвшөөрөл тохируулах,
Set Permissions on Document Types and Roles,Баримт бичгийн төрөл ба үүрэг дээр зөвшөөрлийг тохируулах,
Set Property After Alert,Анхааруулгын дараа өмчийг тохируулна уу,
Set Quantity,Тоо хэмжээг тохируулах,
Set Role For,Үүрэг тогтоох,
Set User Permissions,Хэрэглэгчийн зөвшөөрлийг тохируулах,
Set Value,Утга тохируулах,
Set custom roles for page and report,Хуудас болон тайланд тусгай үүрэг тохируулна уу,
"Set default format,,
Set non-standard precision for a Float or Currency field,,
Set numbering series for transactions.,,
Set up rules for user assignments.,,
Setting this Address Template as default as there is no other default,,
Setting up your system,,
Settings for About Us Page.,,
Settings for Contact Us Page,,
Settings for Contact Us Page.,,
Settings for OAuth Provider,,
Settings for the About Us Page,,
Setup Auto Email,,
Setup Complete,,
Setup Notifications based on various criteria.,,
Setup Reports to be emailed at regular intervals,,
Setup of top navigation bar","Өгөгдмөл форматыг тохируулах,,
Float буюу Валютын талбарт стандарт бус нарийвчлалыг тохируулах,,
Гүйлгээнд дугаарлах цувралыг тохируулах.,,
Хэрэглэгчийн даалгаврын дүрмийг тохируулах.,,
Өөр өгөгдмөл байхгүй тул энэ хаягийн загварыг өгөгдмөл болгож тохируулах,,
Системээ тохируулж байна,
Бидний тухай хуудасны тохиргоо.,,
Бидэнтэй холбогдох хуудасны тохиргоо,,
Бидэнтэй холбогдох хуудасны тохиргоо.,,
OAuth үйлчилгээ үзүүлэгчийн тохиргоо,,
Бидний тухай хуудасны тохиргоо,,
Автомат имэйлийг тохируулах,,
Тохиргоо дууссан,,
Төрөл бүрийн шалгуурт үндэслэн мэдэгдлийг тохируулах.,,
Тогтмол давтамжтайгаар имэйлээр илгээх тохиргооны тайлан,
Дээд талын навигацийн самбарын тохиргоо",
Share,Хуваалцах,
Share URL,URL хуваалцах,
Share With,Хуваалц,
Share this document with,Энэ документыг бусадтай хуваалцана уу,
Share {0} with,{0}-г хуваалцах,
Shared,Хуваалцсан,
Shared With,Хуваалцсан,
Shared with everyone,Хүн бүртэй хуваалцсан,
Shared with {0},{0}-тэй хуваалцсан,
Shop,Дэлгүүр,
Short keyboard patterns are easy to guess,Богино гарын хэв маягийг таахад хялбар байдаг,
Show Attachments,Хавсралтыг харуулах,
Show Calendar,Хуанли харуулах,
Show Dashboard,Хяналтын самбарыг харуулах,
Show Full Error and Allow Reporting of Issues to the Developer,"Бүрэн алдааг харуулж, хөгжүүлэгчид асуудлыг мэдээлэхийг зөвшөөрнө үү",
Show Line Breaks after Sections,Хэсгийн дараа мөр таслахыг харуулах,
Show Permissions,Зөвшөөрлийг харуулах,
Show Preview Popup,Урьдчилан үзэх цонхыг харуулах,
Show Relapses,Дахилтыг харуулах,
Show Report,Тайлан харуулах,
Show Section Headings,Хэсгийн гарчгийг харуулах,
Show Sidebar,Хажуугийн самбарыг харуулах,
Show Title,Гарчиг харуулах,
Show Totals,Нийт дүнг харуулах,
Show Weekends,Амралтын өдрүүдийг харуулах,
Show all Versions,Бүх хувилбаруудыг харуулах,
Show as Grid,Тор хэлбэрээр харуулах,
Show as cc,cc хэлбэрээр харуулах,
Show failed jobs,Амжилтгүй ажлуудыг харуулах,
Show in Module Section,Модуль хэсэгт харуулах,
Show in filter,Шүүлтүүрт харуулах,
Show more details,Илүү дэлгэрэнгүй харуулах,
Show only errors,Зөвхөн алдааг харуулах,
"Show title in browser window as ""Prefix - title""","Хөтчийн цонхонд гарчгийг ""Угтгал - гарчиг"" гэж харуулах",
Showing only Numeric fields from Report,Тайлангаас зөвхөн тоон талбаруудыг харуулж байна,
Sidebar Items,Хажуугийн самбарын зүйлс,
Sidebar Settings,Хажуугийн самбарын тохиргоо,
Sidebar and Comments,Хажуугийн самбар ба сэтгэгдэл,
Sign Up,Бүртгүүлэх,
Sign Up is disabled,Бүртгүүлэхийг идэвхгүй болгосон,
Signature,Гарын үсэг,
"Simple Python Expression,,
Simple Python Expression","Энгийн Python илэрхийлэл,,
Энгийн Python илэрхийлэл",
Simultaneous Sessions,Нэгэн зэрэг хийх хуралдаанууд,
Single DocTypes cannot be customized.,Sing DocTypes-ийг өөрчлөх боломжгүй.,
Single Post (article).,Нэг нийтлэл (нийтлэл).,
Single Types have only one record no tables associated. Values are stored in tabSingles,Ганц төрлүүд нь хүснэгтгүй зөвхөн нэг бичлэгтэй байдаг. Утга нь tabSingles-д хадгалагдана,
Skip Authorization,Зөвшөөрөлийг алгасах,
Skip rows with errors,Алдаатай мөрүүдийг алгасах,
Skype,Skype,
Slack,Сул,
Slack Channel,Сул суваг,
Slack Webhook Error,Сул Webhook алдаа,
Slack Webhook URL,Салак Абхук хөдөө,
Slack Webhooks for internal integration,Дотоод интеграцид зориулсан Slack Webhooks,
Slideshow Items,Слайд харуулах зүйлс,
Slideshow Name,Слайд шоуны нэр,
Slideshow like display for the website,Вэбсайтад зориулсан слайд шоу шиг дэлгэц,
Small Text,Жижиг текст,
Smallest Currency Fraction Value,Валютын хамгийн бага фракцийн үнэ цэнэ,
Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,Хамгийн бага эргэлтийн фракцийн нэгж (зоос). Жишээ нь: долларын хувьд 1 цент байх ба үүнийг 0.01 гэж оруулах ёстой,
Snapshot View,Хормын хувилбар харах,
Social,Нийгмийн,
Social Login Key,Нийгмийн нэвтрэх түлхүүр,
Social Login Provider,Нийгмийн нэвтрэх үйлчилгээ үзүүлэгч,
Social Logins,Нийгмийн нэвтрэлт,
Socketio is not connected. Cannot upload,Socketio холбогдоогүй байна. Байршуулах боломжгүй,
Soft-Bounced,Зөөлөн харайлттай,
Some of the features might not work in your browser. Please update your browser to the latest version.,Зарим функцүүд таны хөтөч дээр ажиллахгүй байж магадгүй. Хөтөчөө хамгийн сүүлийн хувилбараар шинэчилнэ үү.,
Something went wrong,Ямар нэгэн зүйл буруугаар эргэсэн,
Something went wrong while generating dropbox access token. Please check error log for more details.,Dropbox хандалтын токен үүсгэх явцад алдаа гарлаа. Дэлгэрэнгүй мэдээллийг алдааны бүртгэлээс шалгана уу.,
Sorry! I could not find what you were looking for.,Уучлаарай! Би чиний хайж байсан зүйлийг олж чадсангүй.,
Sorry! Sharing with Website User is prohibited.,Уучлаарай! Вэб сайтын хэрэглэгчтэй хуваалцахыг хориглоно.,
Sorry! User should have complete access to their own record.,Уучлаарай! Хэрэглэгч өөрийн бүртгэлд бүрэн хандах эрхтэй байх ёстой.,
Sorry! You are not permitted to view this page.,Уучлаарай! Та энэ хуудсыг үзэх эрхгүй.,
"Sorry,,
Sort Field,,
Sort Order,,
Sort field {0} must be a valid fieldname,,
Source Text,,
Spam,,
SparkPost,,
Special Characters are not allowed,,
Standard DocType cannot have default print format","Уучлаарай,,
Ангилах талбар,,
Эрэмбэлэх дараалал,,
{0} эрэмбэлэх талбар нь хүчинтэй талбарын нэр байх ёстой,,
Эх текст,,
Спам,,
SparkPost,,
Тусгай дүрийг зөвшөөрөхгүй,,
Стандарт DocType нь анхдагч хэвлэх форматтай байж болохгүй",
Standard Print Format cannot be updated,Стандарт хэвлэх форматыг шинэчлэх боломжгүй,
Standard Print Style cannot be changed. Please duplicate to edit.,Стандарт хэвлэх хэв маягийг өөрчлөх боломжгүй. Засахын тулд хуулбарлана уу.,
Standard Reports,Стандарт тайлан,
Standard Sidebar Menu,Стандарт хажуугийн цэс,
Standard roles cannot be disabled,Стандарт дүрүүдийг идэвхгүй болгох боломжгүй,
Standard roles cannot be renamed,Стандарт дүрүүдийн нэрийг өөрчлөх боломжгүй,
Standings,Чансаа,
Start Date Field,Эхлэх огнооны талбар,
Start a conversation.,Ярилцлага эхлүүлэх.,
Start entering data below this line,Энэ мөрний доор өгөгдөл оруулж эхлээрэй,
Start new Format,Шинэ форматыг эхлүүлэх,
StartTLS,StartTLS,
Started,Эхэлсэн,
Starting Frappe ...,Ажил хаялт эхэлж байна...,
Starts on,Эхлэх,
States,муж улсууд,
"States for workflow (e.g. Draft,,
Static Parameters,,
Stats based on last month's performance (from {0} to {1}),,
Stats based on last week's performance (from {0} to {1}),,
Status: {0},,
Steps to verify your login,,
Stores the JSON of last known versions of various installed apps. It is used to show release notes.,,
Straight rows of keys are easy to guess,,
Stripe Settings,,
Stripe payment gateway settings,,
Style,,
Style Settings,,
Style represents the button color: Success - Green","Ажлын урсгалын төлөвүүд (жишээ нь: Ноорог,,
Статик параметрүүд,,
Өнгөрсөн сарын гүйцэтгэлд үндэслэсэн статистик ({0}-с {1} хүртэл),
Өнгөрсөн долоо хоногийн гүйцэтгэлд үндэслэсэн статистик ({0}-с {1} хүртэл),
Статус: {0},,
Нэвтрэхээ баталгаажуулах алхамууд,
Төрөл бүрийн суулгасан програмуудын хамгийн сүүлийн мэдэгдэж буй хувилбаруудын JSON-г хадгалдаг. Энэ нь хувилбарын тэмдэглэлийг харуулахад хэрэглэгддэг.,,
Шулуун эгнээний товчлууруудыг таахад хялбар,
Stripe тохиргоо,,
Судал төлбөрийн гарцын тохиргоо,,
Загвар,,
Загварын тохиргоо,,
Загвар нь товчлуурын өнгийг илэрхийлдэг: Амжилт - Ногоон",
Stylesheets for Print Formats,Хэвлэх форматад зориулсан загварын хуудас,
"Sub-currency. For e.g. ""Cent""","Дэд валют. Жишээ нь: ""Цент""",
Sub-domain provided by erpnext.com,Дэд домайныг erpnext.com өгсөн,
Subdomain,Дэд домэйн,
Subject Field,Сэдвийн талбар,
Submit after importing,Импортын дараа илгээнэ үү,
Submit an Issue,Асуудал оруулах,
Submit this document to confirm,Баталгаажуулахын тулд энэ баримт бичгийг илгээнэ үү,
Submit {0} documents?,{0} баримт бичгийг илгээх үү?,
Submitting {0},{0} илгээж байна,
Submitted Document cannot be converted back to draft. Transition row {0},Илгээсэн баримт бичгийг ноорог руу буцааж хөрвүүлэх боломжгүй. Шилжилтийн мөр {0},
Submitting,Илгээж байна,
Subscription Notification,Захиалгын мэдэгдэл,
Subsidiary,Охин компани,
Success Action,Амжилттай үйл ажиллагаа,
Success Message,Амжилтын мессеж,
Success URL,Амжилттай URL,
Successful: {0} to {1},Амжилттай: {0}-с {1} хүртэл,
Successfully Done,Амжилттай хийлээ,
Successfully Updated,Амжилттай шинэчлэгдсэн,
Successfully updated translations,Орчуулгыг амжилттай шинэчилсэн,
Suggested Username: {0},Санал болгож буй хэрэглэгчийн нэр: {0},
Sum,нийлбэр,
Sum of {0},{0}-н нийлбэр,
Support Email Address Not Specified,Дэмжлэгийн имэйл хаягийг заагаагүй байна,
Suspend Sending,Илгээхийг түр зогсоох,
Switch To Desk,Ширээ рүү шилжих,
Symbol,Тэмдэг,
Sync,Синк хийх,
Sync on Migrate,Шилжүүлэлт дээр синк хийх,
Syntax error in template,Загвар дахь синтакс алдаа,
System,Систем,
System Page,Системийн хуудас,
System Settings,Системийн тохиргоо,
System User,Системийн хэрэглэгч,
System and Website Users,Систем ба вэб сайтын хэрэглэгчид,
Table,Хүснэгт,
Table Field,Хүснэгтийн талбар,
Table HTML,Хүснэгт HTML,
Table MultiSelect,Хүснэгт MultiSelect,
Table updated,Хүснэгтийг шинэчилсэн,
Table {0} cannot be empty,{0} хүснэгт хоосон байж болохгүй,
Take Backup Now,Одоо нөөцлөлт аваарай,
Take Photo,Зураг авах,
Team Members,Багийн гишүүд,
Team Members Heading,Багийн гишүүдийн толгой,
Temporarily Disabled,Түр идэвхгүй болсон,
Test Email Address,Туршилтын имэйл хаяг,
Test Runner,Туршилтын гүйгч,
Test_Folder,Туршилтын_хавтас,
Text,Текст,
Text Align,Текст тэгшлэх,
Text Color,Текстийн өнгө,
Text Content,Текстийн агуулга,
Text Editor,Текст засварлагч,
Text to be displayed for Link to Web Page if this form has a web page. Link route will be automatically generated based on `page_name` and `parent_website_route`,"Хэрэв энэ маягт вэб хуудастай бол Вэб хуудас руу холбох текстийг харуулах болно. ""Хуудасны_нэр"" болон ""эцэг эхийн_вэбсайт_маршрут"" дээр үндэслэн холбоосын замыг автоматаар үүсгэнэ.",
Thank you for your email,Имэйл илгээсэнд баярлалаа,
Thank you for your interest in subscribing to our updates,Манай шинэчлэлтийг захиалахыг сонирхож байгаад баярлалаа,
Thank you for your message,Таны зурваст танд баярлалаа,
The CSV format is case sensitive,CSV формат нь том жижиг үсгийн мэдрэмжтэй,
The Condition '{0}' is invalid,'{0}' нөхцөл буруу байна,
The First User: You,Эхний хэрэглэгч: Та,
"The application has been updated to a new version,,
The attachments could not be correctly linked to the new document,,
The document could not be correctly assigned,,
The document has been assigned to {0},,
The first user will become the System Manager (you can change this later).,,
The name that will appear in Google Calendar,,
The process for deletion of {0} data associated with {1} has been initiated.,,
The resource you are looking for is not available,,
The system provides many pre-defined roles. You can add new roles to set finer permissions.,,
The user from this field will be rewarded points,,
Theme,,
Theme URL,,
There can be only one Fold in a form,,
There is an error in your Address Template {0},,
There is no data to be exported,,
There is some problem with the file url: {0},,
There must be atleast one permission rule.,,
There seems to be an issue with the server's braintree configuration. Don't worry","Аппликешн шинэ хувилбарт шинэчлэгдсэн,
Хавсралтыг шинэ баримт бичигтэй зөв холбож чадсангүй,
Баримт бичгийг зөв хуваарилж чадсангүй,
Баримт бичгийг {0}-д оноосон,,
Эхний хэрэглэгч нь Системийн менежер болно (та үүнийг дараа өөрчилж болно).,,
Google Календарт гарч ирэх нэр,,
{1}-тэй холбоотой {0} өгөгдлийг устгах процессыг эхлүүлсэн.,,
Таны хайж буй эх сурвалж байхгүй байна,
Систем нь урьдчилан тодорхойлсон олон үүргийг гүйцэтгэдэг. Та илүү нарийн зөвшөөрлийг тохируулахын тулд шинэ дүрүүдийг нэмж болно.,,
Энэ талбарын хэрэглэгч оноогоор шагнагдах болно,,
Сэдэв,,
Сэдвийн URL,,
Нэг хэлбэрт зөвхөн нэг нугалах байж болно,
Таны {0} хаягийн загварт алдаа байна,,
Экспортлох өгөгдөл байхгүй,,
Файлын url-д асуудал гарлаа: {0},,
Дор хаяж нэг зөвшөөрлийн дүрэм байх ёстой.,,
Серверийн тархины тохиргоонд асуудал гарсан бололтой. Санаа зоволтгүй",
There should remain at least one System Manager,Дор хаяж нэг Системийн менежер байх ёстой,
There was an error saving filters,Шүүлтүүрийг хадгалахад алдаа гарлаа,
There were errors,Алдаа гарсан,
There were errors while creating the document. Please try again.,Баримт бичгийг үүсгэх явцад алдаа гарсан. Дахин оролдоно уу.,
There were errors while sending email. Please try again.,Имэйл илгээх явцад алдаа гарлаа. Дахин оролдоно уу.,
